;organisation_supplier;Proces_Instantie_Codes;projects;Meetobject_Code;locationgeography.srid;Geografie_Notatie;locationgeography.coordinates;Ecotoop_Codes;collectiondate;externalreference;measurementsetnumber;measurementpackage;measurementpurpose;analysiscontext_samplingcontext;compartment;measurementdate;Meting_Correlatie;quantity;taxontype;parameter;Parameter_Kenmerken;Notitie_Code;limitsymbol;measuredvalue;measuredunit;calculatedvalue;samplingdevices;calculatedunit;status
23;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Navicula normaloides;LV=LV-CEL;;;12;n;3.3;;%;65
24;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Navicula perminuta;LV=LV-CEL;;;130;n;36.1;;%;65
25;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Navicula ramosissima;LV=LV-CEL;;>;0;n;0.0;;%;65
26;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Navicula salinicola;LV=LV-CEL;;;4;n;1.1;;%;65
27;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Navicula tropicoidea;LV=LV-CEL;;;1;n;0.3;;%;65
28;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Nitzschia;LV=LV-CEL;;;5;n;1.4;;%;65
29;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Nitzschia bulnheimiana;LV=LV-CEL;;>;0;n;0.0;;%;65
30;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Nitzschia clausii;LV=LV-CEL;;>;0;n;0.0;;%;65
31;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Nitzschia frustulum;LV=LV-CEL;;;3;n;0.8;;%;65
32;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Nitzschia inconspicua;LV=LV-CEL;;;12;n;3.3;;%;65
33;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Nitzschia pusilla;LV=LV-CEL;;>;0;n;0.0;;%;65
34;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Paralia sulcata;LV=LV-CEL;;;1;n;0.3;;%;65
35;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Parlibellus berkeleyi;LV=LV-CEL;;;1;n;0.3;;%;65
36;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Parlibellus calvus;LV=LV-CEL;;>;0;n;0.0;;%;65
37;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Parlibellus delognei;LV=LV-CEL;;>;0;n;0.0;;%;65
38;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Planothidium delicatulum;LV=LV-CEL;;;4;n;1.1;;%;65
39;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Rhoicosphenia abbreviata;LV=LV-CEL;;;24;n;6.7;;%;65
40;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Rhoicosphenia genuflexa;LV=LV-CEL;;;3;n;0.8;;%;65
41;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Seminavis;LV=LV-CEL;;;1;n;0.3;;%;65
42;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Stauronella;LV=LV-CEL;;;1;n;0.3;;%;65
43;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	GREVM_0001;EPSG:4258;WKT;POINT(3.91284 51.7939);;	10-05-2005 00:00;2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 13:55:00;;AANTFTE;DIATM;Synedra tabulata;LV=LV-CEL;;;3;n;0.8;;%;65
44;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Amphora pediculus;LV=LV-CEL;;;13;n;2.9;;%;65
45;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Bacillariophyceae;LV=LV-CEL;;;3;n;0.7;;%;65
46;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Cyclotella atomus;LV=LV-CEL;;>;0;n;0.0;;%;65
47;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Cyclotella meneghiniana;LV=LV-CEL;;;1;n;0.2;;%;65
48;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Cymbella compacta;LV=LV-CEL;;;1;n;0.2;;%;65
49;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Diatoma vulgaris;LV=LV-CEL;;;10;n;2.3;;%;65
50;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Eolimna minima;LV=LV-CEL;;;3;n;0.7;;%;65
51;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Eolimna subminuscula;LV=LV-CEL;;;4;n;0.9;;%;65
52;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Fragilaria vaucheriae;LV=LV-CEL;;;2;n;0.5;;%;65
53;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Gomphonema;LV=LV-CEL;;;6;n;1.4;;%;65
54;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Gomphonema olivaceum;LV=LV-CEL;;;2;n;0.5;;%;65
55;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Mayamaea atomus var. permitis;LV=LV-CEL;;;13;n;2.9;;%;65
56;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Melosira varians;LV=LV-CEL;;>;0;n;0.0;;%;65
57;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Navicula [2];LV=LV-CEL;;;4;n;0.9;;%;65
58;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Navicula antonii;LV=LV-CEL;;;2;n;0.5;;%;65
59;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Navicula cryptotenella;LV=LV-CEL;;;2;n;0.5;;%;65
60;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Navicula gregaria;LV=LV-CEL;;;26;n;5.9;;%;65
61;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Navicula reichardtiana;LV=LV-CEL;;>;0;n;0.0;;%;65
62;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Navicula tripunctata;LV=LV-CEL;;>;0;n;0.0;;%;65
63;ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;	HARVT_0032;EPSG:4258;WKT;POINT(4.1935 51.77248);;	10-05-2005 00:00;2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;	10-05-2005 12:40:00;;AANTFTE;DIATM;Navicula veneta;LV=LV-CEL;;;6;n;1.4;;%;65
