Organization_Codes;Process_Instance_Codes;Project_Code;Meetobject_Code;Geography_Datum;Geography_ Notation;Geography_Shape;Ecotope_Codes;Collection_DateTime;Collection_Reference;MeasurementSet_Number;MeasurementPackage_Code;Objective_Code;Operation_Methods;Compartment_Code;Measure_DateTime;Measurement_Correlation;Quantity_Code;Parameter_Type;Parameter_Specification;Parameter_Attributes;Note_Code;Limit_Symbol;Value_Measured;Unit_Measured;Value_Calculated;Classification_Code;Unit_Calculated;Status_Code
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Fragilaria investiens;LV=LV-CEL;;;"	3";n;"	0.800";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Fragilaria striatula;LV=LV-CEL;;>;"	0";n;"	0.000";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Fragilariaceae;LV=LV-CEL;;;"	18";n;"	5.000";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Grammatophora marina;LV=LV-CEL;;>;"	0";n;"	0.000";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Grammatophora oceanica;LV=LV-CEL;;;"	2";n;"	0.600";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Hyalodiscus scoticus;LV=LV-CEL;;;"	9";n;"	2.500";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Khakista;LV=LV-CEL;;;"	6";n;"	1.700";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Licmophora abbreviata;LV=LV-CEL;;>;"	0";n;"	0.000";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Martyana martyi;LV=LV-CEL;;;"	9";n;"	2.500";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Navicula [2];LV=LV-CEL;;;"	3";n;"	0.800";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Navicula flagellifera;LV=LV-CEL;;;"	12";n;"	3.300";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Navicula gregaria;LV=LV-CEL;;;"	2";n;"	0.600";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Navicula normaloides;LV=LV-CEL;;;"	12";n;"	3.300";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Navicula perminuta;LV=LV-CEL;;;"	130";n;"	36.100";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Navicula ramosissima;LV=LV-CEL;;>;"	0";n;"	0.000";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Navicula salinicola;LV=LV-CEL;;;"	4";n;"	1.100";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Navicula tropicoidea;LV=LV-CEL;;;"	1";n;"	0.300";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Nitzschia;LV=LV-CEL;;;"	5";n;"	1.400";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Nitzschia bulnheimiana;LV=LV-CEL;;>;"	0";n;"	0.000";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Nitzschia clausii;LV=LV-CEL;;>;"	0";n;"	0.000";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Nitzschia frustulum;LV=LV-CEL;;;"	3";n;"	0.800";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Nitzschia inconspicua;LV=LV-CEL;;;"	12";n;"	3.300";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Nitzschia pusilla;LV=LV-CEL;;>;"	0";n;"	0.000";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Paralia sulcata;LV=LV-CEL;;;"	1";n;"	0.300";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Parlibellus berkeleyi;LV=LV-CEL;;;"	1";n;"	0.300";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Parlibellus calvus;LV=LV-CEL;;>;"	0";n;"	0.000";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Parlibellus delognei;LV=LV-CEL;;>;"	0";n;"	0.000";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Planothidium delicatulum;LV=LV-CEL;;;"	4";n;"	1.100";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Rhoicosphenia abbreviata;LV=LV-CEL;;;"	24";n;"	6.700";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Rhoicosphenia genuflexa;LV=LV-CEL;;;"	3";n;"	0.800";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Seminavis;LV=LV-CEL;;;"	1";n;"	0.300";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Stauronella;LV=LV-CEL;;;"	1";n;"	0.300";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	GREVM_0001";EPSG:4258;WKT;POINT(3.91284 51.7939);;"	10-05-2005 00:00";2005300196;11;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 13:55:00";;AANTFTE;DIATM;Synedra tabulata;LV=LV-CEL;;;"	3";n;"	0.800";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Amphora pediculus;LV=LV-CEL;;;"	13";n;"	2.900";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Bacillariophyceae;LV=LV-CEL;;;"	3";n;"	0.700";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Cyclotella atomus;LV=LV-CEL;;>;"	0";n;"	0.000";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Cyclotella meneghiniana;LV=LV-CEL;;;"	1";n;"	0.200";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Cymbella compacta;LV=LV-CEL;;;"	1";n;"	0.200";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Diatoma vulgaris;LV=LV-CEL;;;"	10";n;"	2.300";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Eolimna minima;LV=LV-CEL;;;"	3";n;"	0.700";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Eolimna subminuscula;LV=LV-CEL;;;"	4";n;"	0.900";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Fragilaria vaucheriae;LV=LV-CEL;;;"	2";n;"	0.500";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Gomphonema;LV=LV-CEL;;;"	6";n;"	1.400";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Gomphonema olivaceum;LV=LV-CEL;;;"	2";n;"	0.500";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Mayamaea atomus var. permitis;LV=LV-CEL;;;"	13";n;"	2.900";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Melosira varians;LV=LV-CEL;;>;"	0";n;"	0.000";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Navicula [2];LV=LV-CEL;;;"	4";n;"	0.900";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Navicula antonii;LV=LV-CEL;;;"	2";n;"	0.500";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Navicula cryptotenella;LV=LV-CEL;;;"	2";n;"	0.500";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Navicula gregaria;LV=LV-CEL;;;"	26";n;"	5.900";;%;65
ORG=RWS,SUP=RWS;CHK=FKO,ANA=RWSLAB,SMP=RWSLAB;MWTL_FYTOB;"	HARVT_0032";EPSG:4258;WKT;POINT(4.1935 51.77248);;"	10-05-2005 00:00";2005300213;13;DT.AB;MT;MM=DIATM_S002,AM=DIATM_A004;OW;"	10-05-2005 12:40:00";;AANTFTE;DIATM;Navicula reichardtiana;LV=LV-CEL;;>;"	0";n;"	0.000";;%;65
